heuristic,points,hyperplane_budget,jaccard_index,time,exceptions,regularity
CuttingLargerAngle2,16,13,0.9925242978136191,26353,false,71
DistanceFromG,16,13,0.9795231194314141,489093,false,71
CuttingEdges,16,13,0.9987388554386415,32123,false,71
LessArea,16,13,0.9962037645927194,2142978,false,71
CuttingLargerAngle2,16,14,0.9932611270459974,23013,false,71
DistanceFromG,16,14,0.9821178039593698,662783,false,71
CuttingEdges,16,14,0.9994761030353406,130292,false,71
LessArea,16,14,0.9965825808238324,2314769,false,71
CuttingLargerAngle2,16,15,0.9945689390052905,63653,false,71
DistanceFromG,16,15,0.9934472661730384,929013,false,71
CuttingEdges,16,15,0.9998349437323183,32838,false,71
LessArea,16,15,0.9976141156584603,1866011,false,71
CuttingLargerAngle2,16,3,0.4502309058996374,57557,false,85
DistanceFromG,16,3,0.1465221948133284,22111,false,85
CuttingEdges,16,3,0.6063686017546932,89633,false,85
LessArea,16,3,6.232956771537342E-5,1800853,false,85
CuttingLargerAngle2,16,4,0.6514618696973549,56305,false,85
DistanceFromG,16,4,0.16076700878078706,106975,false,85
CuttingEdges,16,4,0.8467937212576501,98837,false,85
LessArea,16,4,5.901076336918369E-5,2220320,false,85
CuttingLargerAngle2,16,5,0.8335353969039353,83468,false,85
DistanceFromG,16,5,0.2528502409284372,92752,false,85
CuttingEdges,16,5,0.9102423703384106,156389,false,85
LessArea,16,5,5.883237011898155E-5,2173441,false,85
CuttingLargerAngle2,16,6,0.896828060104299,57394,false,85
DistanceFromG,16,6,0.382398803665691,53933,false,85
CuttingEdges,16,6,0.9611061388368761,93329,false,85
LessArea,16,6,0.7932816537330042,2313228,false,85
CuttingLargerAngle2,16,7,0.9147828063412654,50555,false,85
DistanceFromG,16,7,0.813421055995092,69330,false,85
CuttingEdges,16,7,0.9833051962496483,67505,false,85
LessArea,16,7,0.7943256483659051,1801148,false,85
CuttingLargerAngle2,16,8,0.9610385403675042,44150,false,85
DistanceFromG,16,8,0.8234544153171692,100380,false,85
CuttingEdges,16,8,0.9940236252822697,121491,false,85
LessArea,16,8,0.8061453554595049,2361783,false,85
CuttingLargerAngle2,16,9,0.9830111750529011,97106,false,85
DistanceFromG,16,9,0.8960684569076803,175611,false,85
CuttingEdges,16,9,0.9955661273721158,97224,false,85
LessArea,16,9,0.9159396198397362,1993918,false,85
CuttingLargerAngle2,16,10,0.9919115158075609,43336,false,85
DistanceFromG,16,10,0.9140901596390547,206665,false,85
CuttingEdges,16,10,0.9969089736781693,64775,false,85
LessArea,16,10,0.9167232412684961,1824457,false,85
CuttingLargerAngle2,16,11,0.9932027181237679,33348,false,85
DistanceFromG,16,11,0.9484432316363962,273279,false,85
CuttingEdges,16,11,0.9978314451924415,46769,false,85
LessArea,16,11,0.9247314767229116,1904449,false,85
CuttingLargerAngle2,16,12,0.9966264246692805,33857,false,85
DistanceFromG,16,12,0.988998453456716,400387,false,85
CuttingEdges,16,12,0.9982085108767763,40146,false,85
LessArea,16,12,0.9362304223947909,3419541,false,85
CuttingLargerAngle2,16,13,0.9973509405824584,24389,false,85
DistanceFromG,16,13,0.9893147918557241,539590,false,85
CuttingEdges,16,13,0.9987005608401194,56403,false,85
LessArea,16,13,0.9374546570884652,2028453,false,85
CuttingLargerAngle2,16,14,0.9989316875681314,31752,false,85
DistanceFromG,16,14,0.9946573959278621,663851,false,85
CuttingEdges,16,14,0.9991507753429196,25378,false,85
LessArea,16,14,0.9887565810520966,1804523,false,85
CuttingLargerAngle2,16,15,0.9997840825476071,14191,false,85
DistanceFromG,16,15,0.9999041398790884,882660,false,85
CuttingEdges,16,15,0.9995150410252075,19180,false,85
LessArea,16,15,0.9971416691631411,2572350,false,85
CuttingLargerAngle2,16,3,0.37084045343903654,91477,false,64
DistanceFromG,16,3,0.06170248046006467,35399,false,64
CuttingEdges,16,3,0.5953228923094981,83562,false,64
LessArea,16,3,1.828493741770508E-5,1706884,false,64
CuttingLargerAngle2,16,4,0.6362914061944187,68687,false,64
DistanceFromG,16,4,0.27756129547698544,40066,false,64
CuttingEdges,16,4,0.8305709692249066,78410,false,64
LessArea,16,4,2.202062538992684E-4,1547870,false,64
CuttingLargerAngle2,16,5,0.8214917013733911,67460,false,64
DistanceFromG,16,5,0.32299494260497297,39428,false,64
CuttingEdges,16,5,0.9048390345938057,95886,false,64
LessArea,16,5,3.2524718645041427E-4,1519551,false,64
CuttingLargerAngle2,16,6,0.8405663341819427,86577,false,64
DistanceFromG,16,6,0.587538344425267,65123,false,64
CuttingEdges,16,6,0.9753795894274916,177781,false,64
LessArea,16,6,null,null,true,64
CuttingLargerAngle2,16,7,0.9377529035732207,183082,false,64
DistanceFromG,16,7,0.613789672819361,106351,false,64
CuttingEdges,16,7,0.9821762162909298,76057,false,64
LessArea,16,7,0.615753628152542,1502620,false,64
CuttingLargerAngle2,16,8,0.952878724490518,47568,false,64
DistanceFromG,16,8,0.6771116755477505,113525,false,64
CuttingEdges,16,8,0.9879912111508404,58548,false,64
LessArea,16,8,0.6343930581216422,1500251,false,64
CuttingLargerAngle2,16,9,0.9710062325628508,42553,false,64
DistanceFromG,16,9,0.9162263809645836,155770,false,64
CuttingEdges,16,9,0.9918073491112513,54589,false,64
LessArea,16,9,0.8480838152049348,2292410,false,64
CuttingLargerAngle2,16,10,0.982271848015599,67836,false,64
DistanceFromG,16,10,0.9207636476005999,215088,false,64
CuttingEdges,16,10,0.9947123009698541,51863,false,64
LessArea,16,10,0.8519024447867064,2765413,false,64
CuttingLargerAngle2,16,11,0.9899662716079083,35094,false,64
DistanceFromG,16,11,0.9233488344048417,291740,false,64
CuttingEdges,16,11,0.9966425099139792,40394,false,64
LessArea,16,11,0.9873679146289174,1792153,false,64
CuttingLargerAngle2,16,12,0.991887372684992,34599,false,64
DistanceFromG,16,12,0.9238312016219598,716571,false,64
CuttingEdges,16,12,0.999101371635206,42078,false,64
LessArea,16,12,0.9895717509388612,2832669,false,64
CuttingLargerAngle2,16,13,0.9986244997324369,24245,false,64
DistanceFromG,16,13,0.9609697088461625,769673,false,64
CuttingEdges,16,13,0.9998944821712554,46862,false,64
LessArea,16,13,0.9951473837632655,1886824,false,64
CuttingLargerAngle2,16,14,0.9997965013302783,17749,false,64
DistanceFromG,16,14,0.9934541261239533,726839,false,64
CuttingEdges,16,14,0.9998454917507669,19239,false,64
LessArea,16,14,0.9959363468731873,1662170,false,64
CuttingLargerAngle2,16,15,0.9999849260244651,13179,false,64
DistanceFromG,16,15,0.9999849260244651,902653,false,64
CuttingEdges,16,15,0.9999849260244651,10099,false,64
LessArea,16,15,0.9999849260244651,1790205,false,64
CuttingLargerAngle2,16,3,0.5537980770269774,101787,false,54
DistanceFromG,16,3,0.022887447610573885,26280,false,54
CuttingEdges,16,3,0.5795617729784647,133954,false,54
LessArea,16,3,8.964999361777794E-5,6187038,false,54
CuttingLargerAngle2,16,4,0.7177817807406072,101071,false,54
DistanceFromG,16,4,0.05468402444449648,30372,false,54
CuttingEdges,16,4,0.8620926426867123,114921,false,54
LessArea,16,4,7.345014133139133E-5,4451796,false,54
CuttingLargerAngle2,16,5,0.8293805902054923,93386,false,54
DistanceFromG,16,5,0.5926034325317848,52475,false,54
CuttingEdges,16,5,0.915344029988738,235092,false,54
LessArea,16,5,3.477495073136796E-4,5910915,false,54
CuttingLargerAngle2,16,6,0.8389808990208659,74123,false,54
DistanceFromG,16,6,0.6919267601676462,53543,false,54
CuttingEdges,16,6,0.9403694937608087,103603,false,54
LessArea,16,6,3.1160823310629507E-4,4510846,false,54
CuttingLargerAngle2,16,7,0.880692378352102,76131,false,54
DistanceFromG,16,7,0.7109859748530755,92643,false,54
CuttingEdges,16,7,0.9623785014694201,105545,false,54
LessArea,16,7,0.4996048716819402,5505996,false,54
CuttingLargerAngle2,16,8,0.9290036090433604,73950,false,54
DistanceFromG,16,8,0.8233276358612939,107384,false,54
CuttingEdges,16,8,0.9826428650520959,89476,false,54
LessArea,16,8,0.8180059056266541,4394643,false,54
CuttingLargerAngle2,16,9,0.9629590558453179,60983,false,54
DistanceFromG,16,9,0.8726497927837225,192233,false,54
CuttingEdges,16,9,0.9880743437712479,87102,false,54
LessArea,16,9,0.8185021058303746,6023814,false,54
CuttingLargerAngle2,16,10,0.9858899144613174,72485,false,54
DistanceFromG,16,10,0.9002786297969982,204733,false,54
CuttingEdges,16,10,0.992076379730835,84447,false,54
LessArea,16,10,0.8220242888324027,4500173,false,54
CuttingLargerAngle2,16,11,0.991127120547607,97325,false,54
DistanceFromG,16,11,0.9279425882132571,338028,false,54
CuttingEdges,16,11,0.9945909623874114,62536,false,54
LessArea,16,11,0.8775732468341073,5796306,false,54
CuttingLargerAngle2,16,12,0.9923205737092531,212422,false,54
DistanceFromG,16,12,0.9313220476558415,371005,false,54
CuttingEdges,16,12,0.996969422374837,63397,false,54
LessArea,16,12,0.9691625677371994,4135827,false,54
CuttingLargerAngle2,16,13,0.9953540400022279,37159,false,54
DistanceFromG,16,13,0.9379599928196243,526455,false,54
CuttingEdges,16,13,0.9986777459848559,35061,false,54
LessArea,16,13,0.990212424859516,3228702,false,54
CuttingLargerAngle2,16,14,0.9962632281756727,25685,false,54
DistanceFromG,16,14,0.990517221194596,696887,false,54
CuttingEdges,16,14,0.9991168741604209,36195,false,54
LessArea,16,14,0.9980103882330192,1899322,false,54
CuttingLargerAngle2,16,15,0.9994871594356055,18232,false,54
DistanceFromG,16,15,0.9939239972839449,828708,false,54
CuttingEdges,16,15,0.9995317146268936,18831,false,54
LessArea,16,15,0.9995851089841781,1883821,false,54
CuttingLargerAngle2,17,3,0.4182491342850495,89444,false,54
DistanceFromG,17,3,0.046878528161478125,23244,false,54
CuttingEdges,17,3,0.45692697946821853,115787,false,54
LessArea,17,3,8.278505291386266E-5,3018444,false,54
CuttingLargerAngle2,17,4,0.7490660482811367,120166,false,54
DistanceFromG,17,4,0.05248431655523812,65857,false,54
CuttingEdges,17,4,0.7744002252616519,137663,false,54
LessArea,17,4,0.36709431531867975,2473499,false,54
CuttingLargerAngle2,17,5,0.8569757919770259,95207,false,54
DistanceFromG,17,5,0.39225792517106983,60990,false,54
CuttingEdges,17,5,0.9327674812114927,101334,false,54
LessArea,17,5,0.5246093138396914,2341826,false,54
CuttingLargerAngle2,17,6,0.8857746579120458,83940,false,54
DistanceFromG,17,6,0.4053708230658721,60265,false,54
CuttingEdges,17,6,0.9583013047220312,114341,false,54
LessArea,17,6,0.5333063176971761,2427725,false,54
CuttingLargerAngle2,17,7,0.9382363672506274,75470,false,54
DistanceFromG,17,7,0.4091374678068048,105351,false,54
CuttingEdges,17,7,0.9785589911449186,84912,false,54
LessArea,17,7,0.9279951374239763,3941078,false,54
CuttingLargerAngle2,17,8,0.9598036592904313,67258,false,54
DistanceFromG,17,8,0.8000798489415106,108386,false,54
CuttingEdges,17,8,0.9843711294087246,88376,false,54
LessArea,17,8,0.9378501540209176,2473225,false,54
CuttingLargerAngle2,17,9,0.9630662947639824,63764,false,54
DistanceFromG,17,9,0.8290152727463127,146940,false,54
CuttingEdges,17,9,0.9889045857240821,67407,false,54
LessArea,17,9,0.9432156327255892,2343260,false,54
CuttingLargerAngle2,17,10,0.9718510328805351,61281,false,54
DistanceFromG,17,10,0.8792677459363761,223816,false,54
CuttingEdges,17,10,0.992735147960393,79476,false,54
LessArea,17,10,0.9445438424014302,3844590,false,54
CuttingLargerAngle2,17,11,0.9821597593888614,65193,false,54
DistanceFromG,17,11,0.8805309300110937,377304,false,54
CuttingEdges,17,11,0.9946421936239892,60943,false,54
LessArea,17,11,0.9568739069758879,2688398,false,54
CuttingLargerAngle2,17,12,0.9857949839597427,46843,false,54
DistanceFromG,17,12,0.890171707949224,369144,false,54
CuttingEdges,17,12,0.9958096355359145,61151,false,54
LessArea,17,12,0.9781083682712092,2297471,false,54
CuttingLargerAngle2,17,13,0.9876901544835609,44002,false,54
DistanceFromG,17,13,0.8948710145069819,552213,false,54
CuttingEdges,17,13,0.9973712415547952,45155,false,54
LessArea,17,13,0.9814006240294317,3871259,false,54
CuttingLargerAngle2,17,14,0.9910434859648363,39224,false,54
DistanceFromG,17,14,0.9494530020256761,679255,false,54
CuttingEdges,17,14,0.9983577390956164,58049,false,54
LessArea,17,14,0.9886285778857494,2292114,false,54
CuttingLargerAngle2,17,15,0.9944649254774877,39683,false,54
DistanceFromG,17,15,0.9876234140658492,837204,false,54
CuttingEdges,17,15,0.9991374853696191,25989,false,54
LessArea,17,15,0.997484214612773,2377190,false,54
CuttingLargerAngle2,17,16,0.998746664778775,25823,false,54
DistanceFromG,17,16,0.9953857783799174,1211761,false,54
CuttingEdges,17,16,0.9996629435745938,27842,false,54
LessArea,17,16,0.9980082591703143,3595923,false,54
CuttingLargerAngle2,17,3,0.43235519080341,95032,false,67
DistanceFromG,17,3,0.10069983519239496,23502,false,67
CuttingEdges,17,3,0.5218147442812783,117680,false,67
LessArea,17,3,1.9108128119999044E-4,2226357,false,67
CuttingLargerAngle2,17,4,0.625244140556466,84491,false,67
DistanceFromG,17,4,0.13127761721642345,28144,false,67
CuttingEdges,17,4,0.8535375262460351,94406,false,67
LessArea,17,4,0.0,2221573,false,67
CuttingLargerAngle2,17,5,0.8042779368323447,71785,false,67
DistanceFromG,17,5,0.19720065923042013,35599,false,67
CuttingEdges,17,5,0.9162412473400443,91743,false,67
LessArea,17,5,1.32701217448829E-4,2648361,false,67
CuttingLargerAngle2,17,6,0.8174085919277146,102577,false,67
DistanceFromG,17,6,0.280426111257076,76679,false,67
CuttingEdges,17,6,0.966092921830077,132194,false,67
LessArea,17,6,0.6102808191773628,7223958,false,67
CuttingLargerAngle2,17,7,0.9209111737773308,71972,false,67
DistanceFromG,17,7,0.2988463467647551,87934,false,67
CuttingEdges,17,7,0.9770558851599831,94686,false,67
LessArea,17,7,0.6272993479244626,2557501,false,67
CuttingLargerAngle2,17,8,0.937599660571365,72106,false,67
DistanceFromG,17,8,0.49887978598896504,109458,false,67
CuttingEdges,17,8,0.9838133641625602,84683,false,67
LessArea,17,8,0.6288399758256134,4339592,false,67
CuttingLargerAngle2,17,9,0.9617237359449149,63395,false,67
DistanceFromG,17,9,0.5782310650392911,194808,false,67
CuttingEdges,17,9,0.9882779690853156,78362,false,67
LessArea,17,9,0.6296946683593265,3311225,false,67
CuttingLargerAngle2,17,10,0.9617435300492185,54628,false,67
DistanceFromG,17,10,0.6948766331478252,200973,false,67
CuttingEdges,17,10,0.9919256566483895,64693,false,67
LessArea,17,10,0.8082609194247811,2623565,false,67
CuttingLargerAngle2,17,11,0.9837100717769497,67258,false,67
DistanceFromG,17,11,0.7616690949912819,378695,false,67
CuttingEdges,17,11,0.9954217336889367,63925,false,67
LessArea,17,11,0.8218663832507895,4017894,false,67
CuttingLargerAngle2,17,12,0.9873367287623984,65899,false,67
DistanceFromG,17,12,0.9221200468149139,372531,false,67
CuttingEdges,17,12,0.9970428284655797,114222,false,67
LessArea,17,12,0.9813511313367337,3065751,false,67
CuttingLargerAngle2,17,13,0.9901223081898851,39906,false,67
DistanceFromG,17,13,0.9682948384168916,524575,false,67
CuttingEdges,17,13,0.9977289512909373,45668,false,67
LessArea,17,13,0.9829329404772308,3102603,false,67
CuttingLargerAngle2,17,14,0.9946210778130962,33730,false,67
DistanceFromG,17,14,0.9953423937707502,694368,false,67
CuttingEdges,17,14,0.9979975737847119,69214,false,67
LessArea,17,14,0.9954259601428161,2885298,false,67
CuttingLargerAngle2,17,15,0.9979678062055268,42997,false,67
DistanceFromG,17,15,0.9954283803472902,951572,false,67
CuttingEdges,17,15,0.9983907262324904,27888,false,67
LessArea,17,15,0.9956932660316089,2259961,false,67
CuttingLargerAngle2,17,16,0.9992983814009747,19408,false,67
DistanceFromG,17,16,0.99988535123128,1064880,false,67
CuttingEdges,17,16,0.99879618792844,18877,false,67
LessArea,17,16,0.9978818154175744,2610260,false,67
CuttingLargerAngle2,17,3,0.47657287537099946,100993,false,54
DistanceFromG,17,3,0.002724472873726605,36214,false,54
CuttingEdges,17,3,0.6653926572894663,131413,false,54
LessArea,17,3,4.4715103376911254E-5,2265068,false,54
CuttingLargerAngle2,17,4,0.6695433774530706,73573,false,54
DistanceFromG,17,4,0.1588338071547027,32256,false,54
CuttingEdges,17,4,0.7849461481471653,91138,false,54
LessArea,17,4,0.6782866750374177,2389645,false,54
CuttingLargerAngle2,17,5,0.8252471438567484,63840,false,54
DistanceFromG,17,5,0.2643330964226487,35832,false,54
CuttingEdges,17,5,0.8769612572847691,84292,false,54
LessArea,17,5,0.6964453706264742,2090602,false,54
CuttingLargerAngle2,17,6,0.8840334071759159,61578,false,54
DistanceFromG,17,6,0.30089729921819475,50749,false,54
CuttingEdges,17,6,0.9348570528027738,76070,false,54
LessArea,17,6,0.7093696652222143,2223638,false,54
CuttingLargerAngle2,17,7,0.9160597366669864,76458,false,54
DistanceFromG,17,7,0.4791873963515755,70987,false,54
CuttingEdges,17,7,0.9640036720472757,112707,false,54
LessArea,17,7,0.8816483487996157,3339477,false,54
CuttingLargerAngle2,17,8,0.9447980696938999,96691,false,54
DistanceFromG,17,8,0.5248785832741056,129070,false,54
CuttingEdges,17,8,0.9762827938951874,79264,false,54
LessArea,17,8,0.9111871605650536,1877840,false,54
CuttingLargerAngle2,17,9,0.957285319821574,49977,false,54
DistanceFromG,17,9,0.6223880597014926,140653,false,54
CuttingEdges,17,9,0.985334949155375,59998,false,54
LessArea,17,9,0.9530835726095174,2028216,false,54
CuttingLargerAngle2,17,10,0.9744380980445178,48770,false,54
DistanceFromG,17,10,0.7589611466477139,227803,false,54
CuttingEdges,17,10,0.9890362409088388,58199,false,54
LessArea,17,10,0.9601894010445207,3177638,false,54
CuttingLargerAngle2,17,11,0.9813475258846418,47613,false,54
DistanceFromG,17,11,0.8846185737976783,315230,false,54
CuttingEdges,17,11,0.9923278969190215,48834,false,54
LessArea,17,11,0.9657368059842553,2262863,false,54
CuttingLargerAngle2,17,12,0.9853530810865403,35478,false,54
DistanceFromG,17,12,0.9139599620942904,401651,false,54
CuttingEdges,17,12,0.9950497521654618,51144,false,54
LessArea,17,12,0.9692481155692976,1838005,false,54
CuttingLargerAngle2,17,13,0.9882625783119563,41692,false,54
DistanceFromG,17,13,0.9564262023217247,533425,false,54
CuttingEdges,17,13,0.9971929193278635,36369,false,54
LessArea,17,13,0.970905959199127,2412063,false,54
CuttingLargerAngle2,17,14,0.9940258651166315,57382,false,54
DistanceFromG,17,14,0.9767057569296376,689410,false,54
CuttingEdges,17,14,0.9983286334534721,25964,false,54
LessArea,17,14,0.9975360132965909,2359813,false,54
CuttingLargerAngle2,17,15,0.9961187395443014,18211,false,54
DistanceFromG,17,15,0.9799751243781094,829359,false,54
CuttingEdges,17,15,0.9992825714459523,17535,false,54
LessArea,17,15,0.9984885894336254,1846967,false,54
CuttingLargerAngle2,17,16,0.9999644646601045,4606,false,54
DistanceFromG,17,16,0.9981669035773514,1050660,false,54
CuttingEdges,17,16,0.9999644646601045,5629,false,54
LessArea,17,16,0.9999644646601045,2049810,false,54
CuttingLargerAngle2,17,3,0.4944462558019409,87967,false,76
DistanceFromG,17,3,0.052723413240867316,35678,false,76
CuttingEdges,17,3,0.1542355400660837,122791,false,76
LessArea,17,3,1.9950417787740438E-4,3218547,false,76
CuttingLargerAngle2,17,4,0.7511736578127255,139244,false,76
DistanceFromG,17,4,0.10604696651440891,29708,false,76
